"alpha","lambda","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.1,1.45270783859219e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,1.59141057748284e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,1.74335648149224e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,1.90980999156628e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,2.09215627590083e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,2.29191275682953e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,2.51074173828443e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,2.75046423891099e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,3.01307514595163e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,3.30075981600328e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,3.61591226079461e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,3.96115506931868e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,4.33936123210605e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,4.75367804925237e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,5.20755332115469e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,5.70476403990681e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,6.24944782011329e-05,0.0276594931693581,0.886240351229575,0.0171118887982198,0.00349482831768187,0.0254036691380145,0.00157456956191345
0.1,6.84613733067857e-05,0.0276626857294498,0.886220809178281,0.0171126579840539,0.00349041752002508,0.0253706608605829,0.0015731079523058
0.1,7.49979801410055e-05,0.0276709342879174,0.8861652558626,0.0171155277175796,0.00347646433146519,0.0252727681144219,0.00156750088362061
0.1,8.21586940715541e-05,0.0276782773090692,0.886115864652997,0.0171184137450083,0.00346652564396766,0.0251948797763289,0.00156370238371204
0.1,9.00031040682999e-05,0.0276927782291513,0.886009180749378,0.0171236673578422,0.00345200850765841,0.0250853827361856,0.00155891423361969
0.1,9.85964885818931e-05,0.0277059806638426,0.885906340558616,0.0171267770395076,0.00343208186903307,0.0249695645436413,0.00155144971524164
0.1,0.000108010358768318,0.0277194743088903,0.88579506966091,0.0171304442466945,0.00342292061527778,0.02492427917104,0.0015469255785759
0.1,0.000118323053579855,0.0277300152689938,0.8857164064828,0.0171335615205084,0.00341077453385414,0.0248582269697144,0.00154186827830804
0.1,0.000129620391674578,0.0277428901612634,0.88562143598021,0.0171401223102871,0.00339641484920579,0.0247659075963699,0.00153911150269329
0.1,0.000141996385569377,0.0277586827849542,0.885500050347465,0.0171489757518087,0.00338726924455505,0.0247124264364456,0.00153574486501144
0.1,0.000155554023979404,0.0277745558430595,0.885374248374072,0.0171573185647686,0.00337693601470885,0.0246811645843932,0.00153485482758787
0.1,0.000170406128854335,0.0277875737034545,0.885278107877673,0.0171630363523234,0.00336755952907526,0.0246294787488109,0.00153328190551769
0.1,0.000186676294243375,0.0277996961217451,0.88519267264312,0.0171695760632248,0.00334826373653595,0.0245285872624022,0.00152742200369529
0.1,0.000204499914801935,0.0278096367633761,0.88512214958459,0.0171771144639122,0.0033357095087267,0.0244692370764553,0.00152964617521943
0.1,0.000224025312498846,0.0278241810072561,0.88500962118755,0.0171873721790231,0.00332489105342333,0.0244373879691833,0.00152695000600304
0.1,0.000245414970900178,0.0278353958840503,0.884926327631191,0.0171985941765706,0.0033147855488765,0.0244252066776087,0.00152349920867544
0.1,0.00026884688730094,0.0278468134058051,0.884839460185626,0.0172078354242237,0.00330551865064035,0.0244115139101857,0.00152183921980223
0.1,0.000294516053956642,0.0278546811256941,0.884782435252787,0.0172169105226845,0.00329757095408389,0.0244041616289017,0.00151894034013401
0.1,0.000322636080740995,0.0278657859003634,0.884698926774281,0.0172274048325111,0.00328900666287652,0.0243812834887029,0.0015194249000655
0.1,0.000353440972732966,0.027873971330447,0.884640108534828,0.017238054531012,0.00327910360457107,0.0243383798330223,0.00151800032661331
0.1,0.000387187077525617,0.0278831964500986,0.884572407619658,0.0172500846486845,0.00326911843498924,0.0242933061094828,0.00151660558817024
